BUURTNAAM,BUURTCODE,WIJKNAAM,STADSDEELNAAM,geo_shape,Inwoners|2005,Inwoners|2006,Inwoners|2007,Inwoners|2008,Inwoners|2009,Inwoners|2010,Inwoners|2011,Inwoners|2012,Inwoners|2013,Inwoners|2014,Inwoners|2015,Inwoners|2016,Inwoners|2017,Inwoners|2018,Inwoners|2019,Inwoners|2020,Inwoners|2021,Inwoners|2022,Inwoners|2023,Inwoners|2024,Inwoners|2025,geometry,pop_2025,pop_2020,pop_2010,pop_growth_rate,pop_growth_2005_2025,area_km2,population,OAD,pop_density,urban_pressure,growth_pressure,pop_density_z,OAD_z
Achtse Barrier-Gunterslaer,522.0,Wijk Achtse Molen,Stadsdeel Woensel-Noord,"{""coordinates"": [[[5.45625536423871, 51.479033650407565], [5.4540631437041185, 51.47824589845489], [5.451866761917227, 51.4774565822099], [5.4489761357217885, 51.476413311157074], [5.446552532467079, 51.47553850337839], [5.444536244094095, 51.474810653034154], [5.443576428260211, 51.474448494487184], [5.442391426777457, 51.474001349585464], [5.440129261199212, 51.47625228089726], [5.438847682926839, 51.47757506991198], [5.438822121714491, 51.47760228901205], [5.437495494720038, 51.479014884151454], [5.437060559340935, 51.479460138236675], [5.436936427747325, 51.4795872127233], [5.437113735811682, 51.47964196739838], [5.437420990950976, 51.47974974364264], [5.4374701750159895, 51.479862970319616], [5.4373465560226695, 51.4800266980197], [5.440786056619937, 51.48136755357499], [5.441238718529034, 51.481563026717495], [5.44127850777701, 51.48158898089636], [5.4413964033912885, 51.48166588225307], [5.44155969460872, 51.48171319411462], [5.441830559012888, 51.4817301275349], [5.442293455851901, 51.481703994729415], [5.443300819417006, 51.481655405561106], [5.443713639967354, 51.48163610467791], [5.443886248054525, 51.481683768301245], [5.444430962611884, 51.48197857520768], [5.445194626479313, 51.482391868515855], [5.445724984429976, 51.482575303680655], [5.445901671159757, 51.48224280544867], [5.4459649693772425, 51.482141525363026], [5.446088077416017, 51.4820028401691], [5.446600484283331, 51.482022336499064], [5.446708463127757, 51.481980781594054], [5.447252579161136, 51.48205745447621], [5.447032899579561, 51.48238185291739], [5.446860904715617, 51.4828016041999], [5.446742714861627, 51.482999599316024], [5.446588184924807, 51.483263854718786], [5.446521952000221, 51.48326530604667], [5.445571411916068, 51.48470924441282], [5.444884639883207, 51.4857524374098], [5.445238362476577, 51.485841734315365], [5.445336784021348, 51.48595613756012], [5.445700629788769, 51.485944350678956], [5.446049198177329, 51.485931213113005], [5.446188500213832, 51.48592706166449], [5.446308333442533, 51.48600857275688], [5.446480305752565, 51.48600651667592], [5.446639352064249, 51.485951514838426], [5.446890576490206, 51.485946154726264], [5.447358738033995, 51.48601796549795], [5.448079973421477, 51.48612859174829], [5.448436302306685, 51.48617395458096], [5.448994517037869, 51.486245015606656], [5.449321580891513, 51.486582176212096], [5.449466271360122, 51.48660373089349], [5.451099192892077, 51.48684697409787], [5.452235677873098, 51.48700111606834], [5.452873967309584, 51.487066600156496], [5.453075186167447, 51.48649318967507], [5.453265446650598, 51.48601097665979], [5.453803332433601, 51.48464045867855], [5.454302562537725, 51.48330163190286], [5.454571918104937, 51.48257924288108], [5.455348896334467, 51.48084003468321], [5.45548243365418, 51.48054110545424], [5.455778580000194, 51.479878159672], [5.45625536423871, 51.479033650407565]]], ""type"": ""Polygon""}",4092.0,4029.0,3954.0,3932.0,3901.0,3880.0,3879.0,3846.0,3803.0,3788.0,3767.0,3737.0,3754.0,3728.0,3737.0,3721.0,3711.0,3695.0,3717.0,3742.0,3773.0,"POLYGON ((159797.10574942335 387778.32477403444, 159644.8959162759 387690.5439856532, 159492.3918767112 387602.5934922566, 159291.67587487452 387486.353575079, 159123.3813882743 387388.8897744056, 158983.3658301392 387307.80302591796, 158916.7138579085 387267.4602479632, 158834.42297753715 387217.6515998979, 158677.0737843028 387467.95377469296, 158587.93432330684 387615.0517548124, 158586.15641400515 387618.0786543635, 158493.8858365584 387775.16713295283, 158463.63748659054 387824.6814283785, 158455.0046439902 387838.81272713153, 158467.31764821292 387844.91270638525, 158488.6536523067 387856.91766914097, 158492.06162983505 387869.516653989, 158483.46157846221 387887.72564920323, 158722.28357565193 388037.06821301416, 158753.71156998345 388058.83815306274, 158756.47337001422 388061.72764716105, 158764.6565701006 388070.28912967705, 158775.99558508515 388075.5611113465, 158794.809625405 388077.45908702735, 158826.96670818087 388074.57605087705, 158896.94688630677 388069.2239712311, 158925.6249591744 388067.0989384627, 158937.61097550974 388072.41091935907, 158975.42349026017 388105.23824526375, 159028.4340104533 388151.25974184554, 159065.25807067438 388171.6966853023, 159077.5611644947 388134.71569695143, 159081.96720076646 388123.45170125196, 159090.5312564413 388108.0297040581, 159126.12333566515 388110.22765920707, 159133.62776405807 388105.61075404205, 159171.41723381556 388114.171801135, 159156.12771450344 388150.2489891966, 159144.1420278479 388196.93707657227, 159135.91418364283 388218.95757435285, 159125.1561253714 388248.34757112083, 159120.55531449176 388248.5052765728, 159054.39978378106 388409.091967767, 159006.60454973124 388525.1105613769, 159031.1655934925 388535.0645264302, 159037.9915947109 388547.79751123395, 159063.26465214224 388546.5064815937, 159087.47670741752 388545.0644532809, 159097.15272937706 388544.6104419036, 159105.46873765308 388553.6854269145, 159117.413764346 388553.46641266654, 159128.46579571217 388547.35640273045, 159145.91583504822 388546.77438204334, 159178.42679792258 388554.79023849, 159228.51199440626 388567.1392713341, 159253.25754312158 388572.2067386938, 159292.0231192576 388580.14518752845, 159314.70812433198 388617.6741394967, 159324.75584345212 388620.0807260251, 159438.1499159212 388647.2402902873, 159517.07100906665 388664.4587964136, 159561.39772023237 388671.78384475363, 159575.43143845667 388608.00376845396, 159588.69514218092 388554.36888719356, 159626.1952381317 388401.93094246136, 159661.00922454655 388253.01650081656, 159679.79368002762 388172.66703331145, 159733.94638047958 387979.22805022646, 159743.25388750315 387945.98047145107, 159763.89562534032 387872.2462189104, 159797.10574942335 387778.32477403444))",3773,3721,3880,-0.07795698924731183,-319.0,1.0153866919860075,3773.0,3715.8257339579095,3715.8257339579095,30603.134701470393,-289.67458678704133,-0.29620975614568323,-0.29620975614568323
Achtse Barrier-Hoeven,524.0,Wijk Achtse Molen,Stadsdeel Woensel-Noord,"{""coordinates"": [[[5.444884639883207, 51.4857524374098], [5.4444645539287055, 51.48641274609698], [5.443999298722981, 51.48714402808766], [5.44330722383269, 51.487246804221755], [5.442093730224017, 51.48742700200466], [5.441355734787783, 51.487536583660045], [5.4405130494741805, 51.487669969416174], [5.439586926395638, 51.48854812381438], [5.439306549030128, 51.488813971328916], [5.438223623363708, 51.48972348265751], [5.437811423877107, 51.49000583452363], [5.437757250437292, 51.49003895430573], [5.437883622390629, 51.49012599018376], [5.4378738169216, 51.490190452023015], [5.437737756754676, 51.49028651002376], [5.437368272241003, 51.49061000071571], [5.437229145356614, 51.49074756899933], [5.437195217202647, 51.490847699130995], [5.4372549652767, 51.49111148020968], [5.437275724541224, 51.49120312936132], [5.437504112272874, 51.49143028153958], [5.437922603539724, 51.49166237503246], [5.438754683812096, 51.49194496210976], [5.438889316774199, 51.491996676847336], [5.43945940348657, 51.4921438534327], [5.440407300473475, 51.492291124420476], [5.440688500235866, 51.492362311151375], [5.44132021488967, 51.49231894497207], [5.441780955324203, 51.492289947855035], [5.442053215162386, 51.49242037969569], [5.4424367864233565, 51.492683520290186], [5.442584550266635, 51.49277601500095], [5.442458673204028, 51.493095745181044], [5.442166270552473, 51.49383843732291], [5.442194384840118, 51.49384461719557], [5.443197740718032, 51.49406488111159], [5.4445791829114585, 51.494348796671225], [5.44479897848871, 51.49439096153483], [5.445444137046186, 51.494514737212505], [5.445969404012888, 51.494615505146726], [5.4474186694019, 51.49487305199883], [5.4483137007709415, 51.49502053795134], [5.4487740159792875, 51.4950963839044], [5.450187396064583, 51.49531045540533], [5.450343610530439, 51.495332069281496], [5.450612960550704, 51.495369324478006], [5.4506546139978855, 51.495375090445975], [5.450684644234976, 51.49537924478835], [5.450827334736447, 51.49539897778373], [5.450869607560008, 51.49540482423398], [5.450911390699153, 51.49541060801669], [5.450936149485221, 51.49541403710183], [5.450940931287609, 51.4954146996409], [5.450993531110617, 51.49542197856914], [5.451042602203498, 51.495428765035314], [5.451050999157315, 51.49542991996081], [5.451208337873656, 51.495451684870176], [5.451213940661209, 51.49545246379861], [5.4512721001474524, 51.49546051256465], [5.45129577875533, 51.495463789361686], [5.451298555539556, 51.494748444915516], [5.4513031865286266, 51.49468826521654], [5.451371419752565, 51.4938015683395], [5.451446471670514, 51.49300257696091], [5.451468734503361, 51.492765555766674], [5.451543026948012, 51.49230366031939], [5.451655058708836, 51.49160712236867], [5.451605107176123, 51.49126119518222], [5.451688964609915, 51.49088602210876], [5.451846107619711, 51.49018296366209], [5.451954562201663, 51.489923437150516], [5.4523083040377855, 51.48867704510099], [5.452426488687551, 51.488309406252725], [5.452806631971573, 51.487253619950756], [5.452873967309584, 51.487066600156496], [5.452235677873098, 51.48700111606834], [5.451099192892077, 51.48684697409787], [5.449466271360122, 51.48660373089349], [5.449321580891513, 51.486582176212096], [5.448994517037869, 51.486245015606656], [5.448436302306685, 51.48617395458096], [5.448079973421477, 51.48612859174829], [5.447358738033995, 51.48601796549795], [5.446890576490206, 51.485946154726264], [5.446639352064249, 51.485951514838426], [5.446480305752565, 51.48600651667592], [5.446308333442533, 51.48600857275688], [5.446188500213832, 51.48592706166449], [5.446049198177329, 51.485931213113005], [5.445700629788769, 51.485944350678956], [5.445336784021348, 51.48595613756012], [5.445238362476577, 51.485841734315365], [5.444884639883207, 51.4857524374098]]], ""type"": ""Polygon""}",4467.0,4425.0,4316.0,4341.0,4304.0,4260.0,4194.0,4209.0,4163.0,4111.0,4070.0,4087.0,4048.0,4013.0,4005.0,3989.0,3936.0,3883.0,3907.0,3885.0,3886.0,"POLYGON ((159006.60454973124 388525.1105613769, 158977.36820593636 388598.5477561033, 158944.9892485307 388679.87855025165, 158896.91153245655 388691.2752015677, 158812.61192992487 388711.25809141167, 158761.34480736675 388723.41074594593, 158702.80470793098 388738.2068195705, 158638.41002639523 388835.855960774, 158618.9154713668 388865.41787377174, 158543.63127152604 388966.54893282295, 158514.98120243248 388997.94095966197, 158511.21619379005 389001.6229634329, 158519.9861957119 389011.31194556877, 158519.30018765747 389018.4829430231, 158509.8431645187 389029.1629518425, 158484.1570946903 389065.1339725979, 158474.4840666314 389080.43197966414, 158472.12006648304 389091.5699794905, 158476.24938305694 389120.91886377323, 158477.6840887958 389131.1159582897, 158493.52811887432 389156.39792570536, 158522.57416581915 389182.238872059, 158580.3392507487 389213.7177706057, 158589.68526458926 389219.47775377694, 158629.26532018057 389235.8796850543, 158695.0834083347 389252.3115739488, 158714.60643522322 389260.245539453, 158758.48149388656 389255.4534740192, 158790.48155558726 389252.2514353871, 158809.37859627823 389266.7764048581, 158835.99465544164 389296.07135727606, 158846.2486778404 389306.36933927785, 158837.4797696397 389341.9331333401, 158817.11075145268 389424.5433203768, 158819.06265532496 389425.23231748526, 158888.72279281644 389449.79021369136, 158984.63297969653 389481.4510697919, 158999.89300916818 389486.1540468598, 159044.68509537246 389499.9599792225, 159081.15316523178 389511.19992380234, 159181.77335616984 389539.9347706048, 159243.91447292964 389556.39467565704, 159275.87353269116 389564.85962651, 159374.00373893723 389588.75948930567, 159384.8497648582 389591.1734760829, 159403.5508094933 389595.3344533084, 159406.4428163862 389595.97844979016, 159408.5278213575 389596.4424472433, 159418.43484496386 389598.64643519104, 159421.36985195146 389599.29943162086, 159424.2708588584 389599.94542809034, 159425.98986295046 389600.328425998, 159426.3218637392 389600.4024255951, 159429.97387242806 389601.2154211547, 159433.38088053415 389601.97341700934, 159433.96388192129 389602.10241629905, 159444.88790788827 389604.53340301744, 159445.27690881485 389604.62040254497, 159449.31491840584 389605.51939763466, 159450.9589223114 389605.88539563306, 159451.22192203457 389526.3024454615, 159451.54942274556 389519.6076493264, 159456.374933502 389420.965506116, 159461.66554593103 389332.081156114, 159463.23494969882 389305.7135709279, 159468.43986260862 389254.331597314, 159476.28898255283 389176.8476369565, 159472.85397363882 389138.35966502724, 159478.71488889464 389096.6262844085, 159489.69809660382 389018.4197180538, 159497.25615231713 388989.55372634437, 159521.94839019983 388850.91278047604, 159530.19346322754 388810.0197956882, 159556.7020814382 388692.58583724016, 159561.39772023237 388671.78384475363, 159517.07100906665 388664.4587964136, 159438.1499159212 388647.2402902873, 159324.75584345212 388620.0807260251, 159314.70812433198 388617.6741394967, 159292.0231192576 388580.14518752845, 159253.25754312158 388572.2067386938, 159228.51199440626 388567.1392713341, 159178.42679792258 388554.79023849, 159145.91583504822 388546.77438204334, 159128.46579571217 388547.35640273045, 159117.413764346 388553.46641266654, 159105.46873765308 388553.6854269145, 159097.15272937706 388544.6104419036, 159087.47670741752 388545.0644532809, 159063.26465214224 388546.5064815937, 159037.9915947109 388547.79751123395, 159031.1655934925 388535.0645264302, 159006.60454973124 388525.1105613769))",3886,3989,4260,-0.13006492052831878,-581.0,0.7442094120289048,3886.0,5221.648553739427,5221.648553739427,43158.9770434726,-679.1533041689293,0.17123307690238912,0.17123307690238912
Achtse Barrier-Spaaihoef,523.0,Wijk Achtse Molen,Stadsdeel Woensel-Noord,"{""coordinates"": [[[5.439586926395638, 51.48854812381438], [5.4405130494741805, 51.487669969416174], [5.441355734787783, 51.487536583660045], [5.442093730224017, 51.48742700200466], [5.44330722383269, 51.487246804221755], [5.443999298722981, 51.48714402808766], [5.4444645539287055, 51.48641274609698], [5.444884639883207, 51.4857524374098], [5.445571411916068, 51.48470924441282], [5.446521952000221, 51.48326530604667], [5.446588184924807, 51.483263854718786], [5.446742714861627, 51.482999599316024], [5.446860904715617, 51.4828016041999], [5.447032899579561, 51.48238185291739], [5.447252579161136, 51.48205745447621], [5.446708463127757, 51.481980781594054], [5.446600484283331, 51.482022336499064], [5.446088077416017, 51.4820028401691], [5.4459649693772425, 51.482141525363026], [5.445901671159757, 51.48224280544867], [5.445724984429976, 51.482575303680655], [5.445194626479313, 51.482391868515855], [5.444430962611884, 51.48197857520768], [5.443886248054525, 51.481683768301245], [5.443713639967354, 51.48163610467791], [5.443300819417006, 51.481655405561106], [5.442293455851901, 51.481703994729415], [5.441830559012888, 51.4817301275349], [5.44155969460872, 51.48171319411462], [5.4413964033912885, 51.48166588225307], [5.44127850777701, 51.48158898089636], [5.441238718529034, 51.481563026717495], [5.440786056619937, 51.48136755357499], [5.4373465560226695, 51.4800266980197], [5.4374701750159895, 51.479862970319616], [5.437420990950976, 51.47974974364264], [5.437113735811682, 51.47964196739838], [5.436936427747325, 51.4795872127233], [5.4356438985923505, 51.480791437692965], [5.43396495583598, 51.48247067467407], [5.433442546492194, 51.483005936810834], [5.432218999305792, 51.48425953079476], [5.4318267157532505, 51.484689731667714], [5.43168271389549, 51.48484765011156], [5.431133416413844, 51.485450021569406], [5.430315647480648, 51.48635353560334], [5.428630348730266, 51.48810732614317], [5.427673282951602, 51.48910321781619], [5.4271541230201095, 51.48961165455575], [5.427188538387813, 51.48962522362548], [5.427218396553155, 51.48963699742915], [5.427290442204759, 51.489665385627355], [5.427364187566066, 51.48969446531753], [5.4274935734372844, 51.489745466905866], [5.427485258550725, 51.489753784292105], [5.427436606306612, 51.48980242076871], [5.42742304062542, 51.489815980352795], [5.427419703150089, 51.489819316298], [5.427403116459505, 51.48983588812383], [5.427392097033662, 51.489846912023346], [5.427461964090455, 51.489869808809864], [5.4275780060728005, 51.48990784432721], [5.427601741625766, 51.489915620219534], [5.427944237386683, 51.49002787632736], [5.428247328812805, 51.49012721073475], [5.42899483320265, 51.49036799204107], [5.429095912389965, 51.4904003955638], [5.429631779210831, 51.49056368609053], [5.4297681733128025, 51.490605172605996], [5.429873872294038, 51.490634113130696], [5.429895331842998, 51.49063999279057], [5.429903123526021, 51.49064212022911], [5.4299598977397405, 51.490657667631986], [5.429972715870143, 51.49066117746281], [5.43014479586049, 51.49070829523404], [5.430183120720704, 51.49071878875494], [5.430190393949951, 51.4907207815369], [5.4302143163960945, 51.49072733437303], [5.430339286445148, 51.49076155264803], [5.4303956570399645, 51.490776273037284], [5.431108458688866, 51.49096237585571], [5.43179729927969, 51.49111189076561], [5.4320440426691485, 51.49117530038938], [5.432052352915967, 51.49117743647308], [5.432090058682659, 51.491187120631714], [5.432129348748225, 51.49119721764207], [5.432162503361284, 51.49120574400522], [5.432464236774252, 51.49128327953519], [5.432959764440429, 51.49141619794462], [5.433112434639242, 51.49145715283518], [5.433849852771352, 51.491657692071826], [5.433915358708225, 51.49167635311728], [5.4341158953791595, 51.49173350293197], [5.434662517075763, 51.49189004266314], [5.43474028127837, 51.49191249143952], [5.434919878123728, 51.491964327166464], [5.435059518794105, 51.49200346016562], [5.4350859057956535, 51.49201085592616], [5.435172599828834, 51.49203515239049], [5.435520918055018, 51.49213276841544], [5.435584062869435, 51.49215046772014], [5.435815257694095, 51.4922152529602], [5.435898577681636, 51.492238532782544], [5.435924907261942, 51.492245838490675], [5.436018918907978, 51.49227191999355], [5.436232494410725, 51.492331173011046], [5.436236426583284, 51.49233226796471], [5.436284275178584, 51.492345541948374], [5.4373720388752576, 51.49264732909873], [5.4375971694795675, 51.49270955884944], [5.4378009830604705, 51.49276589191835], [5.438026341808974, 51.492825073590176], [5.439112151098216, 51.49311020736729], [5.439560059676833, 51.493221285667985], [5.439997254098475, 51.49332971546873], [5.440463791066952, 51.49344541097536], [5.441825798741025, 51.49376369551779], [5.441983257869109, 51.49379826361813], [5.442140486775452, 51.493832777682876], [5.442166270552473, 51.49383843732291], [5.442458673204028, 51.493095745181044], [5.442584550266635, 51.49277601500095], [5.4424367864233565, 51.492683520290186], [5.442053215162386, 51.49242037969569], [5.441780955324203, 51.492289947855035], [5.44132021488967, 51.49231894497207], [5.440688500235866, 51.492362311151375], [5.440407300473475, 51.492291124420476], [5.43945940348657, 51.4921438534327], [5.438889316774199, 51.491996676847336], [5.438754683812096, 51.49194496210976], [5.437922603539724, 51.49166237503246], [5.437504112272874, 51.49143028153958], [5.437275724541224, 51.49120312936132], [5.4372549652767, 51.49111148020968], [5.437195217202647, 51.490847699130995], [5.437229145356614, 51.49074756899933], [5.437368272241003, 51.49061000071571], [5.437737756754676, 51.49028651002376], [5.4378738169216, 51.490190452023015], [5.437883622390629, 51.49012599018376], [5.437757250437292, 51.49003895430573], [5.437811423877107, 51.49000583452363], [5.438223623363708, 51.48972348265751], [5.439306549030128, 51.488813971328916], [5.439586926395638, 51.48854812381438]]], ""type"": ""Polygon""}",4876.0,4900.0,4855.0,4874.0,4818.0,4755.0,4731.0,4719.0,4685.0,4663.0,4653.0,4603.0,4549.0,4554.0,4517.0,4505.0,4474.0,4470.0,4471.0,4521.0,4524.0,"POLYGON ((158638.41002639523 388835.855960774, 158702.80470793098 388738.2068195705, 158761.34480736675 388723.41074594593, 158812.61192992487 388711.25809141167, 158896.91153245655 388691.2752015677, 158944.9892485307 388679.87855025165, 158977.36820593636 388598.5477561033, 159006.60454973124 388525.1105613769, 159054.39978378106 388409.091967767, 159120.55531449176 388248.5052765728, 159125.1561253714 388248.34757112083, 159135.91418364283 388218.95757435285, 159144.1420278479 388196.93707657227, 159156.12771450344 388150.2489891966, 159171.41723381556 388114.171801135, 159133.62776405807 388105.61075404205, 159126.12333566515 388110.22765920707, 159090.5312564413 388108.0297040581, 159081.96720076646 388123.45170125196, 159077.5611644947 388134.71569695143, 159065.25807067438 388171.6966853023, 159028.4340104533 388151.25974184554, 158975.42349026017 388105.23824526375, 158937.61097550974 388072.41091935907, 158925.6249591744 388067.0989384627, 158896.94688630677 388069.2239712311, 158826.96670818087 388074.57605087705, 158794.809625405 388077.45908702735, 158775.99558508515 388075.5611113465, 158764.6565701006 388070.28912967705, 158756.47337001422 388061.72764716105, 158753.71156998345 388058.83815306274, 158722.28357565193 388037.06821301416, 158483.46157846221 387887.72564920323, 158492.06162983505 387869.516653989, 158488.6536523067 387856.91766914097, 158467.31764821292 387844.91270638525, 158455.0046439902 387838.81272713153, 158365.12623366265 387972.7237270875, 158248.37669272296 388159.4647226636, 158212.0504858094 388218.990144019, 158126.97336770283 388358.40082514164, 158099.69570495345 388406.2444574926, 158089.68258223115 388423.80696936406, 158051.48799707732 388490.79841463355, 157994.62707408957 388591.28158166114, 157877.45924810998 388786.32512464456, 157810.92472939714 388897.08200572646, 157774.83627081363 388953.62635114585, 157777.22567032027 388955.1372459335, 157779.29866989367 388956.4482414062, 157784.30066885008 388959.60923047824, 157789.420667761 388962.84721929836, 157798.40366581822 388968.5261996718, 157797.82566487553 388969.4512003928, 157794.44365936116 388974.86020459706, 157793.50065782675 388976.3682057777, 157793.26865744864 388976.7392060663, 157792.11565557445 388978.58220750524, 157791.34965433078 388979.80820845836, 157796.20065367475 388982.3581980793, 157804.25765255914 388986.5941808362, 157805.9056523255 388987.4601773053, 157829.6856488273 388999.96212640876, 157850.72964549685 389011.0250813493, 157902.62963675958 389037.84197036515, 157909.64763549165 389041.45095536596, 157946.85362922613 389059.6388761861, 157956.32362753595 389064.2598560314, 157963.66262652457 389067.4838405575, 157965.1526263143 389068.1388374167, 157965.69362624 389068.3758362731, 157969.63562568117 389070.10782796633, 157970.52562555543 389070.4988260906, 157982.4736238235 389075.7478008919, 157985.13462343224 389076.9167952839, 157985.6396233559 389077.13879421947, 157987.30062311044 389077.86879071774, 157995.97762272504 389081.680772558, 157999.89162459143 389083.3207647084, 158049.3836478923 389104.054665486, 158097.21366819052 389120.71757029777, 158114.34567591493 389127.7825360105, 158114.92267617353 389128.0205348509, 158117.54067734865 389129.0995296122, 158120.2686785713 389130.22452415404, 158122.57067960306 389131.1745195493, 158143.52068892744 389139.8134776392, 158177.92570967937 389154.62241069786, 158188.525725612 389159.1853936112, 158239.72480221998 389181.528310348, 158244.2728090284 389183.60730287427, 158258.19582982856 389189.9742799401, 158296.1468862276 389207.41421696293, 158301.5458942208 389209.9152079456, 158314.01491264283 389215.69018706377, 158323.70992687278 389220.0501708184, 158325.54192955678 389220.87416773895, 158331.56093837315 389223.58115762856, 158355.74397367155 389234.4571168257, 158360.1279800489 389236.4291093955, 158376.1793033464 389243.6472821444, 158381.9640117172 389246.2410722929, 158383.79201435603 389247.05506918, 158390.31902377904 389249.9610580488, 158405.14704512642 389256.56303269544, 158405.420045521 389256.68503222056, 158408.74205029447 389258.16402652924, 158484.262157822 389291.78989574447, 158499.8921798325 389298.7238683701, 158514.04219968914 389305.00084349036, 158529.6882214481 389311.5958160073, 158605.07232521215 389343.3706821216, 158636.16936726923 389355.75062647567, 158666.52240804813 389367.83557179663, 158698.91245126625 389380.7305130412, 158793.47260450292 389416.2103552908, 158804.40462623286 389420.06433915836, 158815.32064790168 389423.91232302773, 158817.11075145268 389424.5433203768, 158837.4797696397 389341.9331333401, 158846.2486778404 389306.36933927785, 158835.99465544164 389296.07135727606, 158809.37859627823 389266.7764048581, 158790.48155558726 389252.2514353871, 158758.48149388656 389255.4534740192, 158714.60643522322 389260.245539453, 158695.0834083347 389252.3115739488, 158629.26532018057 389235.8796850543, 158589.68526458926 389219.47775377694, 158580.3392507487 389213.7177706057, 158522.57416581915 389182.238872059, 158493.52811887432 389156.39792570536, 158477.6840887958 389131.1159582897, 158476.24938305694 389120.91886377323, 158472.12006648304 389091.5699794905, 158474.4840666314 389080.43197966414, 158484.1570946903 389065.1339725979, 158509.8431645187 389029.1629518425, 158519.30018765747 389018.4829430231, 158519.9861957119 389011.31194556877, 158511.21619379005 389001.6229634329, 158514.98120243248 388997.94095966197, 158543.63127152604 388966.54893282295, 158618.9154713668 388865.41787377174, 158638.41002639523 388835.855960774))",4524,4505,4755,-0.07219031993437244,-352.0,1.0159419413707054,4524.0,4453.01036976211,4453.01036976211,37482.64861451893,-321.46424326420487,-0.06737030032589153,-0.06737030032589153
Barrier,423.0,Wijk Erp,Stadsdeel Woensel-Zuid,"{""coordinates"": [[[5.454851547237404, 51.46224441873942], [5.455267878971571, 51.46240204005008], [5.459198423175436, 51.46393110175156], [5.459577852686938, 51.464078695548345], [5.459994709424799, 51.46368075761972], [5.460028565423769, 51.463648437498634], [5.4601866631865565, 51.463502784240696], [5.461567416162691, 51.462230665035136], [5.462061304833938, 51.46181855731084], [5.463068301641682, 51.461012809087244], [5.4632567291022855, 51.460855979629855], [5.463795027217655, 51.4604079446707], [5.462883381180747, 51.459970656065146], [5.462498795878735, 51.45962133489397], [5.461824689183617, 51.45900902498171], [5.460690322798315, 51.45797860142527], [5.459871152663399, 51.457234455972355], [5.459464881026845, 51.45686538123878], [5.45912925218885, 51.45720374257685], [5.458338139084375, 51.458000327545186], [5.4578675977331335, 51.45847555794667], [5.457692326762143, 51.45865257273967], [5.457377910758361, 51.45897011276261], [5.456168363628925, 51.46019487545743], [5.454317260846182, 51.4620421365028], [5.454851547237404, 51.46224441873942]]], ""type"": ""Polygon""}",1601.0,1639.0,1738.0,1948.0,2154.0,2129.0,2168.0,2181.0,2179.0,2190.0,2250.0,2252.0,2195.0,2168.0,2143.0,2130.0,2077.0,2045.0,2040.0,2047.0,2040.0,"POLYGON ((159701.322261332 385910.40963492467, 159730.23848595197 385927.9721948861, 160003.21913688508 386098.34519557096, 160029.56996677353 386114.7913556156, 160058.58222854178 386070.54918403726, 160060.93854981163 386066.9558863451, 160071.9413469947 386050.76279644296, 160168.03769706015 385909.3351844961, 160202.40728406978 385863.5229104037, 160272.48185589898 385773.9549586921, 160285.5950655056 385756.52116849646, 160323.05727884284 385706.7159964929, 160259.75123968025 385658.0008036763, 160233.0636906795 385619.11067017046, 160186.28437966917 385550.94218669244, 160107.56272824793 385436.2260826468, 160050.71254325125 385353.3818247181, 160022.5167127697 385312.2936956973, 159999.1524779476 385349.9136693449, 159944.08195122436 385438.48060929874, 159911.32764438546 385491.31867346866, 159899.12723531964 385510.9999581039, 159877.24133950516 385546.305530819, 159793.04958289434 385682.48142873624, 159664.2132299513 385887.8710859187, 159701.322261332 385910.40963492467))",2040,2130,2129,0.27420362273579013,439.0,0.2574742416122477,2040.0,7923.1226674403,7923.1226674403,60383.664147445044,2172.548938792187,1.0098342034928238,1.0098342034928238
