element,id,button_operated,crossing,crossing:island,crossing:markings,crossing:signals,highway,tactile_paving,traffic_signals:sound,traffic_signals:vibration,lit,wheelchair,bicycle,foot,segregated,surface,mofa,moped,name,name:etymology:wikidata,oneway,sidewalk,surface:colour,traffic_sign,zone:traffic,layer,tunnel,official_name,width,sidewalk:surface,created_by,source:width,emergency,smoothness,smoothness:date,bridge,bridge:material,bridge:name,bridge:structure,name:etymology,alt_name:en,artwork_type,url,alt_name,incline,sidewalk:left,sidewalk:right,old_name:-1920,access:conditional,wikidata,old_name,note,maxspeed,noname,check_date:surface,cycleway,horse,sidewalk:both,tunnel:name,motorcar,motorcycle,panoramax:streetsign,motor_vehicle,source,junction,check_date:lit,maxweight,surface:note,access,description,footway:surface,winter_service,sidewalk:right:surface,wikimedia_commons,wikipedia,priority_road,ramp:bicycle,step_count,old_name:1934-04-20--1974-07-16,agricultural,sidewalk:right:kerb,paving_stones:shape,image,mapillary,canoe,lanes,destination,oneway:motor_vehicle,proposed,covered,maxheight,informal,cycleway:both,lane_markings,sidewalk:both:surface,lanes:backward,lanes:forward,placement:forward,turn:lanes:forward,cutting,cyclestreet,footway,placement,source_query,direction,cycleway:lane,cycleway:surface,traffic_calming,cycleway:both:lane,cycleway:both:surface,parking:both,parking:left,parking:right,motor_vehicle:conditional,surface:bicycle,handrail,ramp,maxspeed:type,oneway:bicycle,oneway:mofa,oneway:moped,access:lanes:forward,psv:lanes:forward,service,access:lanes:backward,oneway:bus,psv:lanes:backward,hazard,maxspeed:advisory,cycleway:left,cycleway:right,cycleway:right:lane,source:maxspeed,old_ref,operator,turn:lanes,bicycle:forward,parking:right:orientation,bicycle:backward,cycleway:left:lane,parking:left:orientation,turn:lanes:backward,maxheight:signed,zone:maxspeed,maxweight:signed,cycleway:left:segregated,hgv,cycleway:left:oneway,change:lanes,bus,ref,psv,foot:backward,parking,mofa:backward,parking:both:orientation,shoulder,parking:condition:both,parking:lane:both,check_date:cycleway,sidewalk:left:surface,old_name:1974-12-31--2023-12-06,maxaxleload,priority,placement:end,placement:start,throughroute:bicycle
way,808380947,,,,,,unclassified,,,,yes,,,,,paving_stones,,,Karel de Grotelaan,Q3044,yes,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,NL:zone30,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,818795287,,,,,,unclassified,,,,yes,,,,,asphalt,,,Geldropseweg,,yes,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,851916104,,,,,,tertiary,,,,yes,,,,,asphalt,,,Brussellaan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,851916113,,,,,,secondary,,,,yes,,,,,asphalt,,,Franklin D Rooseveltlaan,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,921973680,,,,,,unclassified,,,,yes,,,use_sidepath,,asphalt,,,Winkelcentrum Woensel,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,921973681,,,,,,unclassified,,,,yes,,,use_sidepath,,asphalt,,,Winkelcentrum Woensel,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,922461960,,,,,,secondary_link,,,,yes,,,,,paving_stones,,,Heezerweg,,yes,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,922461962,,,,,,secondary,,,,yes,,,,,asphalt,,,Tivolilaan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,use_sidepath,,,left|through;right,,,,,,,,,,,use_sidepath,,,,,,,,,,,,,,
way,927800788,,,,,,tertiary,,,,yes,,,use_sidepath,,paving_stones,,,Schootsestraat,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4.2,,,,,,,,,,,,,{'cycleway:right': True},,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,lane,advisory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,927800789,,,,,,tertiary,,,,yes,,,use_sidepath,,asphalt,,,Schootsestraat,,yes,,,,,,,,,,,,,excellent,,,,,,,,,,,,,separate,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,advisory,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,
way,927800794,,,,,,tertiary,,,,yes,,,use_sidepath,,paving_stones,,,Schootsestraat,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,separate,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4.2,,,,,,,,,,,,,{'cycleway:right': True},,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,lane,advisory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,934925540,,,,,,tertiary,,,,yes,,,,,asphalt,,,Fransebaan,,yes,right,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,940724690,,,,,,tertiary,,,,yes,,,,,asphalt,,,Bredalaan,Q40844,yes,right,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,940968975,,,,,,tertiary,,,,,,,,,asphalt,,,Fransebaan,,yes,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,940987659,,,,,,tertiary,,,,,,,,,asphalt,,,Fransebaan,,yes,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,940987662,,,,,,tertiary,,,,yes,,,,,asphalt,,,Fransebaan,,yes,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,940987666,,,,,,tertiary,,,,yes,,,,,asphalt,,,Fransebaan,,yes,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,961139218,,,,,,tertiary,,,,yes,,,,,asphalt,,,Tongelresestraat,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,961139219,,,,,,tertiary,,,,yes,,,,,asphalt,,,Tongelresestraat,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,961139220,,,,,,tertiary,,,,yes,,,,,asphalt,,,Tongelresestraat,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,961139222,,,,,,tertiary,,,,yes,,,,,asphalt,,,Tongelresestraat,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962024484,,,,,,tertiary,,,,,,,,,asphalt,,,Broekakkerseweg,,yes,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962024485,,,,,,tertiary,,,,,,,,,,,,Oude Urkhovenseweg,,yes,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962024486,,,,,,tertiary,,,,,,,,,asphalt,,,Broekakkerseweg,,yes,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962024487,,,,,,tertiary,,,,,,,,,,,,Oude Urkhovenseweg,,yes,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,964043371,,,,,,tertiary,,,,yes,,,,,asphalt,,,Geldropseweg,,yes,right,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,997229557,,,,,,tertiary,,,,yes,,,,,asphalt,,,Geldropseweg,,yes,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,left|through;right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1077940323,,,,,,tertiary,,,,yes,,,,,asphalt,,,Generaal Marshallweg,Q151414,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,no,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1078963808,,,,,,residential,,,,yes,,,use_sidepath,,asphalt,,,Koenraadlaan,,,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,separate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,use_sidepath,,,,,,,,,,,,,,,,use_sidepath,,,,,,,,,,,,
way,1110612856,,,,,,tertiary,,,,,,,,,asphalt,,,Wolvendijk,,,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1127805779,,,,,,tertiary,,,,yes,,,,,asphalt,,,Tonnaerstraat,Q2706012,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1127805780,,,,,,tertiary,,,,yes,,,,,asphalt,,,Tonnaerstraat,Q2706012,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1144543217,,,,,,tertiary,,,,,,,,,asphalt,,,Luchthavenweg,,yes,right,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,Q19331581,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1147065137,,,,,,tertiary,,,,yes,,,,,asphalt,,,Sint Bonifaciuslaan,,yes,,,,NL:urban,,,St Bonifaciuslaan,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1147065138,,,,,,tertiary,,,,yes,,,,,asphalt,,,Sint Bonifaciuslaan,,yes,,,,NL:urban,,,St Bonifaciuslaan,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1147065139,,,,,,tertiary,,,,yes,,,,,asphalt,,,Sint Bonifaciuslaan,,yes,,,,NL:urban,,,St Bonifaciuslaan,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1148576619,,,,,,tertiary,,,,yes,,,,,asphalt,,,Fransebaan,,yes,right,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1167105584,,,,,,tertiary,,,,yes,,,use_sidepath,,asphalt,,,Luchthavenweg,,yes,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,Q19331581,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1167105587,,,,,,tertiary,,,,yes,,,use_sidepath,,asphalt,,,Luchthavenweg,,yes,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,Q19331581,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1167105589,,,,,,tertiary,,,,yes,,,use_sidepath,,asphalt,,,Luchthavenweg,,yes,,,,NL:urban,,,,,,,,,excellent,,,,,,,,,,,,,,,,Q19331581,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1169332069,,,,,,unclassified,,,,yes,,,yes,,paving_stones,,,Kennedyplein,Q9696,yes,no,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,left|left;right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1188359583,,,,,,tertiary,,,,,,yes,,,asphalt,,,Peterselieweg,Q65522500,yes,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,Q19412461,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1208890608,,,,,,unclassified,,,,yes,,,use_sidepath,,paving_stones,,,Lodewijk Napoleonlaan,Q7729,yes,,,,,,,,,,,,,,,,,,,,,,,,,no,separate,,,Q19328975,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,NL:zone30,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1215787101,,,,,,tertiary,,,,yes,,,,,paving_stones,,,Wattstraat,Q9041,yes,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1219731218,,,,,,unclassified,,,,yes,,,,,paving_stones,,,Eckartseweg Noord,,yes,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,{'cycleway:right': True},,,,,,,on_kerb,,,,,,,NL:zone30,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,parallel,,,,,,,,,,,
way,1224766059,,,,,,tertiary,,,,,,,use_sidepath,,"paved,asphalt",,,Strijpsestraat,,,right,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,separate,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1290914830,,,,,,tertiary,,,,yes,,,,,asphalt,,,Tongelresestraat,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1291139756,,,,,,tertiary,,,,yes,,,,,asphalt,,,Bouvigne,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,separate,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,through|right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1296137921,,,,,,unclassified,,,,,,,,,asphalt,,,Rogier van der Weydenstraat,,,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1296137922,,,,,,unclassified,,,,,,,,,asphalt,,,Rogier van der Weydenstraat,,yes,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1304262811,,,,,,unclassified,,,,yes,,,,,asphalt,,,Flight Forum,,yes,right,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,Q19152323,,,50,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1308288264,,,,,,unclassified,,,,yes,,,,,asphalt,,,Javalaan,Q3757,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,Javalaan Zuid,,,,,,,2,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,advisory,,,,left|right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1327359925,,,,,,unclassified,,,,,,,,,asphalt,,,Wekkerstraat,,yes,,,,,,,,,,,,,,,,,,,,,,,,,separate,yes,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,advisory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1340746453,,,,,,tertiary,,,,yes,,,,,asphalt,,,Bouvigne,,yes,,,,,,,,,,,,,,,,,,,,,,,,,separate,yes,,,,,,50,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1345147246,,,,,,secondary,,,,yes,,,no,,asphalt,,,Boschdijk,,yes,no,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,separate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1358297120,,,,,,tertiary,,,,yes,,,,,asphalt,use_sidepath,,Tongelresestraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,use_sidepath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1375341186,,,,,,tertiary,,,,,,yes,,,asphalt,,,Peterselieweg,Q65522500,yes,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,Q19412461,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,table,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1376510791,,,,,,tertiary,,,,yes,,,,,,,,Gestelsestraat,,,,,,NL:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1436401752,,,,,,unclassified,,,,yes,,,use_sidepath,,paving_stones,,,Lodewijk Napoleonlaan,Q7729,yes,,,,,,,,,,,,,,,,,,,,,,,,,no,separate,,,Q19328975,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,{'cycleway:right': True},,,,,,,,,,,,,,NL:zone30,,,,,,,,,,,,,shared_lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
