fid,accident_id,accident_year,accident_outcome,number_of_parties,party_1_object_type,party_1_object_type_other,party_2_object_type,party_2_object_type_other,accident_nature,linking_level,road_situation,built_up_area,speed_limit,road_lighting,road_pavement,road_surface,light_condition,visibility_distance,weather_condition,special_traffic_measure,special_traffic_measure_other,special_infrastructure,special_infrastructure_other,special_temporary_nature,special_temporary_nature_other,junction_id,road_section_id,hectometer,street_name,place_name,current,road_authority,municipality,province,service_area_name,district_name,alcohol_indication,gdb_geometry_attribute_data,geometry
ongevallen_2022_2024.45872,20240147084,2024,property_damage_only,2,passenger_car,,moped,,Onbekend,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Regen,,,,,,,,320167067.0,,de Jonghlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160331.68100000173 383879.2329999991)
ongevallen_2022_2024.45900,20240147265,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,319167025.0,,Frederiklaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159990.78400000185 383727.3779999986)
ongevallen_2022_2024.47132,20240034299,2024,property_damage_only,2,moped,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600117042.0,,,Pagelaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163875.98090000078 384557.95650000125)
ongevallen_2022_2024.49753,20240082230,2024,property_damage_only,2,bicycle,,bicycle,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Daglicht,,,,,,,,,,316166047.0,,Hastelweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158398.07400000095 383077.8429999985)
ongevallen_2022_2024.49774,20240101674,2024,property_damage_only,2,light_moped,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,FIETSPAD,,,,600799233.0,,Mahatma Gandhilaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158903.3759999983 381998.6790000014)
ongevallen_2022_2024.49782,20240073274,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Regen,,,,,,,313167032.0,,,Grassavanne,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (156551.07339999825 383426.7723999992)
ongevallen_2022_2024.50012,20240074165,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,322164107.0,,,Edenstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161342.95899999887 382268.95120000094)
ongevallen_2022_2024.50175,20240083369,2024,injury,2,moped,,Overig vast object,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,15.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,317170004.0,,Oirschotsedijk,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158789.98999999836 385155.31599999964)
ongevallen_2022_2024.50257,20240074486,2024,property_damage_only,2,passenger_car,,,FATBIKE,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,600219184.0,,,Edisonstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160250.17069999874 384714.89009999856)
ongevallen_2022_2024.51526,20240136552,2024,property_damage_only,2,moped,,bicycle,,Onbekend,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,320159023.0,,Professor Holstlaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160212.05099999905 379644.4919999987)
ongevallen_2022_2024.52069,20240002036,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Klinkers,Nat,Duisternis,,Regen,,,,,,,,320167040.0,,Frederiklaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160114.89799999818 383756.6169999987)
ongevallen_2022_2024.52195,20240155937,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,600218574.0,,,Den Biest,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161925.22839999944 382025.80420000106)
ongevallen_2022_2024.52478,20240156426,2024,property_damage_only,2,light_moped,,pedestrian,,Voetganger,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,600499513.0,,Limburglaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159795.87999999896 382373.76000000164)
ongevallen_2022_2024.55058,20240034436,2024,property_damage_only,2,light_moped,,passenger_car,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,327167019.0,,Locomotiefstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163906.33999999985 383978.88500000164)
ongevallen_2022_2024.55212,20240034629,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,318175082.0,,,Fransebaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159184.0276999995 387759.2404999994)
ongevallen_2022_2024.55858,20240073277,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet aanwezig,ZOAB,Droog,Daglicht,,Droog,,,,,,,600385751.0,,,Zwaanstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159514.09050000086 384346.0219999999)
ongevallen_2022_2024.56077,20240072682,2024,property_damage_only,2,bicycle,,,FATBIKE,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Beton,Droog,Daglicht,,Droog,,,Tunnel,,,,,319168102.0,,Beukenlaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159547.68400000036 384356.6939999983)
ongevallen_2022_2024.56154,20240083296,2024,property_damage_only,2,light_moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,321170006.0,,,Mgr Swinkelsstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160897.91059999913 385126.431499999)
ongevallen_2022_2024.56209,20240044218,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,,,,,,,,,323167061.0,,,Stationsweg,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161816 383687)
ongevallen_2022_2024.58230,20240155590,2024,property_damage_only,2,moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,,Droog,,,,,,,320169021.0,,,Edisonstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160024.38210000098 384869.9688999988)
ongevallen_2022_2024.58472,20240024084,2024,property_damage_only,2,passenger_car,,bicycle,,Los voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,30.0,Niet brandend,ZOAB,Nat,Daglicht,,Droog,,,,,,,318175082.0,,,Fransebaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159184.0276999995 387759.2404999994)
ongevallen_2022_2024.61156,20240034530,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,325162019.0,,,Korianderstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162661.29789999872 381326.08779999986)
ongevallen_2022_2024.61896,20240083051,2024,property_damage_only,2,light_moped,,passenger_car,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,15.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,BETREFT EEN PARK,,,,317161013.0,,Wedderborg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158927.39699999988 380537.6620000005)
ongevallen_2022_2024.62117,20240101793,2024,property_damage_only,2,passenger_car,,,FATBIKE,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Schemer,,Droog,,,,,,,600218707.0,,,Dirk Boutslaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163038.35119999945 382718.2520000003)
ongevallen_2022_2024.62133,20240091742,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,Andere oversteekplaats,,,,,,,318159003.0,,High Tech Campus,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159326.0700000003 379883.6339999996)
ongevallen_2022_2024.62226,20240045219,2024,property_damage_only,2,van,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,318175083.0,,,Fransebaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159187 387753)
ongevallen_2022_2024.63874,20240146443,2024,fatal,2,truck,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218638.0,,,Leenderweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162333.5062999986 381701.0214000009)
ongevallen_2022_2024.64010,20240002762,2024,property_damage_only,2,van,,bicycle,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 3 takken",Binnen,70.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,Andere oversteekplaats,,,,,,600219502.0,,,Ds Theodor Fliednerstr,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162133.40819999948 385362.40239999816)
ongevallen_2022_2024.64100,20240155759,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Schemer,,Droog,,,,,,,600218878.0,,,Vincent van den Heuvelln,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161253.57330000028 384121.2782999985)
ongevallen_2022_2024.64269,20240013744,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,FIETSPAD,,,600217822.0,,,Waterweg,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (155751.01110000163 383169.5122999996)
ongevallen_2022_2024.65271,20240072808,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600309196.0,,,Zandpad,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (156714.9739000015 384471.6556000002)
ongevallen_2022_2024.67844,20240043802,2024,property_damage_only,2,passenger_car,,bicycle,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,70.0,Brandend,Klinkers,Nat,Daglicht,,Regen,,,,,,,,600803191.0,,Onze Lieve Vrouwestraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161973.06700000167 384816.83199999854)
ongevallen_2022_2024.67895,20240092446,2024,property_damage_only,2,passenger_car,,e-bike,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,600552331.0,,Strijpsestraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159449.48299999908 383439.63500000164)
ongevallen_2022_2024.69515,20240136546,2024,property_damage_only,2,light_moped,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600219098.0,,,Berkenstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159964.0166000016 383892.3082000017)
ongevallen_2022_2024.69760,20240148119,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,,,,,,,600218146.0,,,Kasteellaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158837.26790000126 381986.80689999834)
ongevallen_2022_2024.71255,20240033284,2024,injury,2,light_moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,310170012.0,,,Marinus van Meelweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (155439.67300000042 385022.8858000003)
ongevallen_2022_2024.73080,20240034435,2024,property_damage_only,2,van,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Buiten,70.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,Andere oversteekplaats,,,,,,600220004.0,,,Anthony Fokkerweg,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158374.37640000135 386895.41160000116)
ongevallen_2022_2024.74102,20240074175,2024,injury,2,van,,moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,600218778.0,,,Insulindelaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162647.7164000012 384605.94469999894)
ongevallen_2022_2024.74254,20240101426,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,325173021.0,,Planetenlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162598.49500000104 386938.62900000066)
ongevallen_2022_2024.77085,20240034105,2024,property_damage_only,2,truck,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Nat,Daglicht,,Droog,,,,,,,,317164071.0,,Rooijakkersstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158865.1490000002 382277.53500000015)
ongevallen_2022_2024.79020,20240034407,2024,property_damage_only,2,light_moped,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600311352.0,,,Fellenoord,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160765.71059999987 383631.52230000123)
ongevallen_2022_2024.81485,20240136641,2024,injury,2,light_moped,,Lichtmast,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Klinkers,Droog,Duisternis,,Droog,,,,,,,322167267.0,,,Lardinoisstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161152.29100000113 383830.5929999985)
ongevallen_2022_2024.81910,20240155632,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,600219943.0,,,Fakkellaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159590.34369999915 386960.94579999894)
ongevallen_2022_2024.82318,20240016085,2024,property_damage_only,2,passenger_car,,moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,323174035.0,,,Bethlehemlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161761.11780000106 387413.06430000067)
ongevallen_2022_2024.85653,20240044381,2024,injury,1,bicycle,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600802507.0,,Dr Schaepmanlaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161362.2809999995 382219.7190000005)
ongevallen_2022_2024.87620,20240137517,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,326163073.0,,,St Petrus Canisiuslaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163272.1550000012 381649.6810000017)
ongevallen_2022_2024.87964,20240024924,2024,injury,2,passenger_car,,bicycle,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Droog,,,,,,,322168208.0,,,Gildelaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161131.92500000075 384293.8990000002)
ongevallen_2022_2024.87995,20240003012,2024,injury,2,van,,bicycle,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,15.0,Brandend,Overig asfalt,Nat,Schemer,,Regen,,,,AFSLAAN NAAR EEN OPRIT,,,,317166027.0,,Hastelweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158758.28200000152 383003.40399999917)
ongevallen_2022_2024.88092,20240003099,2024,property_damage_only,2,moped,,bicycle,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Niet aanwezig,,Nat,Daglicht,,Regen/Sneeuw/Hagel,,,,FIETSPAD,,,,321176071.0,,Tempellaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160833.70600000024 388341.06599999964)
ongevallen_2022_2024.91678,20240073868,2024,property_damage_only,3,bicycle,,pedestrian,,Voetganger,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,15.0,Niet aanwezig,Klinkers,Droog,Daglicht,,Droog,,,,,,,,322173053.0,,Winkelcentrum Woensel,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161047.5080000013 386799.84899999946)
ongevallen_2022_2024.91761,20240082316,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,322175051.0,,,Borgerhoutlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161304.57310000062 387907.16970000044)
ongevallen_2022_2024.91770,20240092431,2024,property_damage_only,2,passenger_car,,e-bike,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600219065.0,,,Karel de Grotelaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159851.40419999883 381891.3209999986)
ongevallen_2022_2024.91840,20240082382,2024,property_damage_only,2,light_moped,,van,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,321173034.0,,,Maurits Lijnslagerstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160922.95760000125 386601.13709999993)
ongevallen_2022_2024.92100,20240102282,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,ZOAB,Droog,Duisternis,,Droog,,,,,,,,601175291.0,,Antoon Coolenlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160510.23999999836 380888.79300000146)
ongevallen_2022_2024.92161,20240073144,2024,property_damage_only,1,bicycle,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Regen,,,,,,,319168068.0,,,Ir Kalffstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159852.3590000011 384095.61100000143)
ongevallen_2022_2024.93627,20240147851,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Beton,Droog,Duisternis,,Droog,,,,,,,600220158.0,,,Mispelhoefstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (156339.77589999884 386514.877700001)
ongevallen_2022_2024.94059,20240002133,2024,property_damage_only,2,light_moped,,passenger_car,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,320162046.0,,Benoitstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160254.17399999872 381027.3990000002)
ongevallen_2022_2024.94072,20240023943,2024,property_damage_only,2,passenger_car,,moped,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,322169195.0,,,Veldm Montgomerylaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161275.309799999 384670.0401000008)
