fid,accident_id,accident_year,accident_outcome,accident_outcome_standardized,number_of_parties,party_1_object_type,party_1_object_type_other,party_2_object_type,party_2_object_type_other,accident_nature,linking_level,road_situation,built_up_area,speed_limit,road_lighting,road_pavement,road_surface,light_condition,visibility_distance,weather_condition,special_traffic_measure,special_traffic_measure_other,special_infrastructure,special_infrastructure_other,special_temporary_nature,special_temporary_nature_other,junction_id,road_section_id,hectometer,street_name,place_name,current,current_boolean,road_authority,municipality,province,service_area_name,district_name,alcohol_indication,gdb_geometry_attribute_data,geometry,longitude,latitude
ongevallen_2022_2024.92317,20230062350,2023,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Bromfiets,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,317164002.0,,Mahatma Gandhilaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158995.20800000057 382047.9470000006),5.444646871637691,51.427531484135145
ongevallen_2022_2024.92683,20230054021,2023,Letsel,injury,2,Personenauto,,Fiets,,Flank,Ongeval gekoppeld op kruispuntniveau.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600219496.0,,,Orpheuslaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162015.8365000002 385376.2813999988),5.488145987362638,51.45741922271541
ongevallen_2022_2024.93120,20220229933,2022,Letsel,injury,2,Fiets,,Fiets,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 3 takken",Binnen,,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,,,,322171066.0,,,Generaal Pattonlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161423.07519999892 385745.5395000018),5.47962399822261,51.46074543475284
ongevallen_2022_2024.93308,20220229418,2022,Letsel,injury,2,Personenauto,,Fiets,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,325173039.0,,,Orionstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162522.64840000123 386903.0507000014),5.495470745445197,51.47113626984167
ongevallen_2022_2024.93627,20240147851,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Beton,Droog,Duisternis,,Droog,,,,,,,600220158.0,,,Mispelhoefstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (156339.77589999884 386514.877700001),5.406482268953687,51.46769586467264
ongevallen_2022_2024.94059,20240002133,2024,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Personenauto,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,320162046.0,,Benoitstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160254.17399999872 381027.3990000002),5.462733955398211,51.418347759867586
ongevallen_2022_2024.94072,20240023943,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,322169195.0,,,Veldm Montgomerylaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161275.309799999 384670.0401000008),5.477478573368406,51.451079806177056
ongevallen_2022_2024.94849,20230030479,2023,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,ZOAB,Nat,Daglicht,,Droog,,,Tunnel,,,,,600603305.0,,Orpheuslaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162278.45800000057 385370.27800000086),5.491924498908084,51.457361925003646
ongevallen_2022_2024.94850,20230031060,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,70.0,Brandend,ZOAB,Nat,Duisternis,,Regen,Andere oversteekplaats,,,,,,600218642.0,,,Piuslaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162357.86450000107 381685.94000000134),5.492989972747794,51.42424361942993
ongevallen_2022_2024.95268,20230099202,2023,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Beton,Nat,Duisternis,,Droog,Andere oversteekplaats,,,,,,315166300.0,,,Noord Brabantlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (157645.68299999833 383056.3830000013),5.425250022285208,51.436603961547256
ongevallen_2022_2024.95475,20230091401,2023,Letsel,injury,1,Fiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,FIESTSTRAAT,,,,322168068.0,,Kruisstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161117.23200000077 384109.5949999988),5.475194693497726,51.44604389484577
ongevallen_2022_2024.95647,20220089365,2022,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Fiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,323165019.0,,,Bilderdijklaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161713.38329999894 382813.34149999917),5.483745331392983,51.43438551089028
ongevallen_2022_2024.97173,20220188424,2022,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,600312068.0,,,Sterrenlaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162154.189100001 386515.2164000012),5.490159806128691,51.467654970430274
ongevallen_2022_2024.97484,20220188951,2022,Letsel,injury,2,Personenauto,,e-bike,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,,Regen,,,,,,,324177065.0,,,Esp,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162335.2910999991 388675.7703999989),5.492811234199518,51.48707308415845
ongevallen_2022_2024.98088,20240101776,2024,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,ZOAB,Nat,Daglicht,,Regen,VOP,,,,,,324175071.0,,,Tarwelaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162361.20540000126 387536.9706000015),5.4931604637834734,51.47683648549179
ongevallen_2022_2024.98100,20240083976,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,600218619.0,,,Glorieuxlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162605.87849999964 382474.5163999982),5.496572868301699,51.43132857824541
ongevallen_2022_2024.98159,20240043645,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,Beton,Nat,Duisternis,,Regen,Andere oversteekplaats,,,,Werk in uitvoering,,,601081639.0,,Stationsweg,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161737.08700000122 383674.4050000012),5.484102696717801,51.44212504051421
ongevallen_2022_2024.98368,20230062835,2023,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Personenauto,,Geparkeerd voertuig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,319167007.0,,Strijpsestraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,Ja,,POINT (159600.72300000116 383551.41899999976),5.453373070609526,51.441041079119955
ongevallen_2022_2024.98397,20230054334,2023,Letsel,injury,2,Brommobiel,,Bromfiets,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,313175021.0,,Achtseweg Noord,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (156574.3590000011 387687.1700000018),5.409863533486848,51.478232585800626
ongevallen_2022_2024.98398,20230054337,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,322174028.0,,,Bisschop Bekkerslaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161260.0133999996 387469.32669999823),5.477308386095231,51.47624179328265
ongevallen_2022_2024.98797,20220228778,2022,Uitsluitend materiele schade,property_damage_only,1,Bromfiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Klinkers,Nat,Schemer,,Droog,,,,,,,324162064.0,,,Roostenlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162321.47839999944 381369.21229999885),5.492460241538429,51.421397131705135
ongevallen_2022_2024.99111,20220227688,2022,Letsel,injury,1,Fiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,,328168052.0,,Broekakkerseweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (164280.1790000014 384181.28500000015),5.520694126766106,51.44664504190313
ongevallen_2022_2024.99517,20240136709,2024,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50.0,Niet aanwezig,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,319175099.0,,,Marathonloop,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,Ja,,POINT (159779.38529999927 387768.5335999988),5.456000147012635,51.47894579554736
ongevallen_2022_2024.100204,20240003105,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Niet brandend,Klinkers,Nat,Daglicht,,Droog,,,,,,,,319164104.0,,Beemdstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159446.20100000128 382343.8189999983),5.451135313807122,51.43018759901893
ongevallen_2022_2024.100502,20230033400,2023,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600217965.0,,,Langendijk,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158032.05810000002 381563.8960000016),5.430793828350298,51.42318652162561
ongevallen_2022_2024.100683,20230030340,2023,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Bromfiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600481647.0,,Wolvendijk,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (164354.9990000017 384601.5789999999),5.521781566155729,51.450421680119476
ongevallen_2022_2024.100838,20230071369,2023,Letsel,injury,1,Snorfiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,Andere oversteekplaats,,,,,,,600995124.0,,Keizersgracht,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161286.07200000063 383106.4609999992),5.4776054570194805,51.43702519785379
ongevallen_2022_2024.100899,20230032253,2023,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,,601020705.0,,Zwaanstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159473.56700000167 384355.26199999824),5.451554419242394,51.44826758321347
ongevallen_2022_2024.101303,20230091730,2023,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Fiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,FIETSPAD,,,,326167122.0,,Insulindelaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163054.30799999833 383842.12000000104),5.5030525333451,51.44361527194359
ongevallen_2022_2024.101307,20230098701,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Onbekend,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,319171021.0,,2e Lieven de Keylaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159766.94099999964 385946.99500000104),5.455796278146182,51.46257272311906
ongevallen_2022_2024.101326,20230090587,2023,Letsel,injury,2,Bromfiets,,Overig vast object,,Vast voorwerp,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Brandend,ZOAB,Droog,Duisternis,,Droog,,,,,,,,600674603.0,,Professor Horowitzstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159923.1790000014 383944.5540000014),5.458016454316027,51.44457211011563
ongevallen_2022_2024.101333,20230099697,2023,Letsel,injury,2,Motor,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,Andere oversteekplaats,,,,,,600219165.0,,,Kronehoefstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160404.25420000032 384757.7734000012),5.4649487863777555,51.45187745147476
ongevallen_2022_2024.101917,20220067530,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Snorfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,320170042.0,,,Frankrijkstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160451.2826000005 385060.7701999992),5.465630055098796,51.4546005334638
ongevallen_2022_2024.102131,20220038969,2022,Letsel,injury,1,Fiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,,,,,,600803176.0,,Dutmalapad,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162015.30799999833 384606.2049999982),5.488123019740152,51.45049727687509
ongevallen_2022_2024.102288,20230033570,2023,Uitsluitend materiele schade,property_damage_only,1,Bromfiets,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,50.0,,,,Daglicht,,,,,,,,,,600599363.0,,Fellenoord,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160816.39200000092 383740.35500000045),5.470861136538306,51.4427281094806
ongevallen_2022_2024.102623,20230009063,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Los voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Droog,,,,,,,319169156.0,,,Galileistraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159958.01000000164 384670.4549999982),5.4585277056144355,51.45109668582938
ongevallen_2022_2024.103125,20240024330,2024,Uitsluitend materiele schade,property_damage_only,1,,FATBIKE,,,Onbekend,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,319172078.0,,1e Lieven de Keylaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159943.48200000077 386057.40100000054),5.458338218614094,51.46356360036861
ongevallen_2022_2024.103470,20220188730,2022,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Buiten,80.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600220158.0,,,Mispelhoefstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (156339.77589999884 386514.877700001),5.406482268953687,51.46769586467264
ongevallen_2022_2024.103511,20220131520,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600899601.0,,Marathonloop,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159478.82600000128 387582.9539999999),5.451671239130386,51.477280161561964
ongevallen_2022_2024.103750,20240092354,2024,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600260839.0,,1e Lieven de Keylaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160542.6719999984 386428.59800000116),5.466966475505578,51.46689457539313
ongevallen_2022_2024.103813,20240092307,2024,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600311668.0,,,Veldm Montgomerylaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161310.43400000036 384676.0302999988),5.477983982731482,51.45113325728689
ongevallen_2022_2024.103999,20240102939,2024,Letsel,injury,2,Fiets,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Regen,,,,,,,319169026.0,,,Ampèrestraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159797.86899999902 384788.1743000001),5.456225499258864,51.452156213889005
ongevallen_2022_2024.104044,20240073585,2024,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,324172021.0,,,Muzenlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162048.73779999837 386133.81219999865),5.488634566407462,51.46422799278343
ongevallen_2022_2024.104087,20240083288,2024,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Bestelauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600538107.0,,Meerveldhovenseweg,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,Ja,,POINT (158503.71299999952 380968.4849999994),5.437569044955464,51.41783181910149
ongevallen_2022_2024.104348,20230043151,2023,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Bestelauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,321169023.0,,,van Kinsbergenstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160969.27899999917 384571.5529999994),5.4730742971785595,51.45019786843844
ongevallen_2022_2024.104572,20230053894,2023,Letsel,injury,2,Personenauto,,Fiets,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,,600803229.0,,Winston Churchilllaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161625.7109999992 386478.4079999998),5.482553582360442,51.46733058490947
ongevallen_2022_2024.104616,20230054499,2023,Uitsluitend materiele schade,property_damage_only,1,Fiets,,,,Onbekend,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Niet aanwezig,Overig asfalt,Droog,Daglicht,,Droog,,,,FIETSPAD,,,,313171018.0,,Anthony Fokkerweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (156735.7589999996 385792.72100000083),5.412177439609661,51.46120355418281
ongevallen_2022_2024.104728,20230042956,2023,Letsel,injury,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,325162116.0,,,Korianderstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162538.6700000018 381221.3200000003),5.495579590712178,51.420064911757215
ongevallen_2022_2024.104806,20220289065,2022,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Motor,,Onbekend,Ongeval gekoppeld op straat niveau.,Rechte weg,Buiten,60.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600792891.0,,Scherpenering,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,Nee,,POINT (153174.27600000054 384505.0370000005),5.36093661728032,51.449628779792796
ongevallen_2022_2024.104894,20220229584,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,600219484.0,,,Orpheuslaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161808.22080000117 385359.30260000005),5.485158453625739,51.45726915619985
ongevallen_2022_2024.105057,20220228404,2022,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Personenauto,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Nat,Daglicht,,,,,,,,,323162001.0,,,St Gerarduslaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161865.8841000013 381319.63919999823),5.485909298293907,51.420957271981315
ongevallen_2022_2024.105615,20240136131,2024,Uitsluitend materiele schade,property_damage_only,1,Snorfiets,,,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet aanwezig,ZOAB,Droog,Daglicht,,Droog,,,,,,,600219961.0,,,2e Lieven de Keylaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159673.20600000024 385895.6041000001),5.454446768002381,51.46211157481103
