id,element,geometry,highway
711092976,way,"LINESTRING (5.485535 51.437456, 5.485508 51.437465, 5.485358 51.437513)",cycleway
711227791,way,"LINESTRING (5.485358 51.437513, 5.485253 51.437548)",cycleway
711817708,way,"LINESTRING (5.504673 51.484262, 5.504884 51.484258)",cycleway
712203102,way,"LINESTRING (5.402625 51.464384, 5.402972 51.464232, 5.40468 51.463479)",cycleway
712458468,way,"LINESTRING (5.485535 51.437456, 5.485616 51.437395)",cycleway
715078513,way,"LINESTRING (5.488 51.447266, 5.486904 51.447265)",cycleway
715078514,way,"LINESTRING (5.485258 51.447127, 5.485117 51.447048, 5.485049 51.447024, 5.484124 51.44677)",cycleway
715575385,way,"LINESTRING (5.495316 51.480283, 5.495517 51.480263, 5.496096 51.480206, 5.496234 51.480168)",cycleway
722266892,way,"LINESTRING (5.485704 51.430072, 5.485659 51.430057, 5.485594 51.430035)",cycleway
722266893,way,"LINESTRING (5.48431 51.429685, 5.484214 51.429648, 5.484071 51.42956, 5.483946 51.429483)",cycleway
723893996,way,"LINESTRING (5.490615 51.431243, 5.49115 51.431336, 5.491903 51.431468, 5.49201 51.431496, 5.49241 51.431599, 5.492486 51.431668)",cycleway
724818396,way,"LINESTRING (5.518788 51.408725, 5.517098 51.408129)",cycleway
727427648,way,"LINESTRING (5.497462 51.416801, 5.49741 51.416816, 5.497352 51.416807, 5.4973 51.416785, 5.497191 51.416756, 5.497126 51.416737, 5.497036 51.416702, 5.496998 51.416682, 5.496931 51.416649, 5.496872 51.416614, 5.496824 51.416581, 5.496768 51.416525, 5.496727 51.416475, 5.496692 51.416411, 5.496668 51.416351, 5.496662 51.416305, 5.496661 51.416266, 5.496665 51.416191, 5.496678 51.416148, 5.496687 51.416122, 5.496699 51.416094, 5.496725 51.416052, 5.496755 51.416015, 5.496849 51.415934, 5.496947 51.415875, 5.497065 51.415821, 5.497142 51.415795, 5.497217 51.415774, 5.497328 51.415754, 5.497438 51.41574)",cycleway
727462703,way,"LINESTRING (5.50339 51.41735, 5.503377 51.417432, 5.503376 51.41751)",cycleway
727462704,way,"LINESTRING (5.503098 51.417511, 5.503151 51.417488, 5.503204 51.417465)",cycleway
727462706,way,"LINESTRING (5.499699 51.41647, 5.500383 51.416584, 5.501167 51.416714, 5.501406 51.416754)",cycleway
727462708,way,"LINESTRING (5.499423 51.416514, 5.499405 51.416549)",cycleway
727462709,way,"LINESTRING (5.499405 51.416549, 5.499191 51.416522, 5.49887 51.416517, 5.498591 51.41654)",cycleway
727462712,way,"LINESTRING (5.496526 51.418193, 5.496498 51.418254, 5.49625 51.418802, 5.496154 51.419013)",cycleway
727462713,way,"LINESTRING (5.496726 51.417346, 5.496669 51.417266)",cycleway
727462714,way,"LINESTRING (5.496669 51.417266, 5.496704 51.417185, 5.496843 51.416858, 5.496845 51.416828, 5.496818 51.416747, 5.496807 51.416693, 5.496809 51.416642, 5.496824 51.416581)",cycleway
727462719,way,"LINESTRING (5.495319 51.415818, 5.495589 51.415776)",cycleway
727462720,way,"LINESTRING (5.495589 51.415776, 5.496259 51.41586, 5.496849 51.415934)",cycleway
727462721,way,"LINESTRING (5.496665 51.416191, 5.496608 51.416176, 5.496272 51.416101, 5.49592 51.41603)",cycleway
729019131,way,"LINESTRING (5.473513 51.474514, 5.473574 51.474544, 5.473588 51.474659, 5.473586 51.474707)",cycleway
730202644,way,"LINESTRING (5.488261 51.461851, 5.488344 51.461852)",cycleway
730202645,way,"LINESTRING (5.488202 51.461315, 5.488285 51.46131)",cycleway
730202646,way,"LINESTRING (5.488319 51.462386, 5.488403 51.462385)",cycleway
730204110,way,"LINESTRING (5.488385 51.462997, 5.488469 51.462993)",cycleway
730204111,way,"LINESTRING (5.48855 51.464514, 5.488636 51.464515)",cycleway
730204112,way,"LINESTRING (5.488673 51.465646, 5.48876 51.465643)",cycleway
730204113,way,"LINESTRING (5.488775 51.466225, 5.488811 51.466246, 5.488868 51.466263, 5.489368 51.466274, 5.489772 51.466284, 5.490026 51.466292, 5.490185 51.466301)",cycleway
730206033,way,"LINESTRING (5.492973 51.476498, 5.492972 51.476464, 5.492903 51.476062, 5.492866 51.475835, 5.492862 51.475813, 5.492859 51.475794)",cycleway
730206034,way,"LINESTRING (5.49155 51.476677, 5.491568 51.476666, 5.491589 51.476654, 5.491616 51.476648, 5.491643 51.476643, 5.492866 51.476556, 5.492915 51.476545, 5.492955 51.476525, 5.492973 51.476498)",cycleway
730206035,way,"LINESTRING (5.492859 51.475794, 5.492801 51.475773)",cycleway
730206036,way,"LINESTRING (5.492108 51.469793, 5.492126 51.469846, 5.492242 51.470423, 5.492274 51.470528, 5.492332 51.470823, 5.492381 51.47108, 5.492428 51.471355, 5.492497 51.471742)",cycleway
730206989,way,"LINESTRING (5.495732 51.485254, 5.495685 51.485222, 5.495642 51.48522, 5.493922 51.485248, 5.493053 51.485262, 5.492981 51.485258, 5.492924 51.485249, 5.492869 51.485232)",cycleway
730218803,way,"LINESTRING (5.415386 51.435718, 5.415332 51.435738, 5.41527 51.435756, 5.415212 51.435762, 5.415152 51.435763, 5.414996 51.435742, 5.414707 51.435696)",cycleway
730218804,way,"LINESTRING (5.41586 51.435785, 5.415889 51.435801, 5.415916 51.435816, 5.415924 51.435819, 5.415972 51.435836, 5.416015 51.435854, 5.416028 51.435859, 5.41609 51.435886, 5.416062 51.435968, 5.416053 51.435993, 5.41603 51.436056, 5.416015 51.436099, 5.415986 51.436177, 5.415979 51.436195)",cycleway
730221054,way,"LINESTRING (5.428689 51.429188, 5.42868 51.428989, 5.428661 51.428862, 5.428695 51.428789)",cycleway
730225959,way,"LINESTRING (5.412547 51.442318, 5.411697 51.443212, 5.4112 51.443734)",cycleway
730225962,way,"LINESTRING (5.415534 51.436329, 5.415586 51.436322, 5.415637 51.436324, 5.415663 51.436325)",cycleway
730228197,way,"LINESTRING (5.467057 51.423092, 5.466972 51.423081, 5.4669 51.423073, 5.466693 51.42305, 5.466538 51.423031)",cycleway
730231834,way,"LINESTRING (5.47822 51.429206, 5.478183 51.429199, 5.478027 51.429137, 5.477927 51.429101, 5.47781 51.429054, 5.477468 51.428921, 5.477256 51.428845, 5.477073 51.428791, 5.476951 51.428776, 5.476828 51.428776, 5.476697 51.428787, 5.47596 51.428894, 5.475367 51.428977, 5.475255 51.428994, 5.475194 51.428995, 5.475085 51.428988)",cycleway
730231835,way,"LINESTRING (5.47531 51.429109, 5.475367 51.428977)",cycleway
730232395,way,"LINESTRING (5.475085 51.428988, 5.475028 51.429093, 5.475006 51.429131)",cycleway
731094448,way,"LINESTRING (5.399765 51.455237, 5.399676 51.455235, 5.399228 51.455278, 5.399032 51.455302, 5.398557 51.455376, 5.398245 51.455362)",cycleway
731192660,way,"LINESTRING (5.402895 51.449759, 5.402796 51.449804, 5.402714 51.449836, 5.40242 51.45002, 5.402301 51.450146, 5.402194 51.450365, 5.402184 51.450383, 5.402032 51.450637, 5.401969 51.450709)",cycleway
733092097,way,"LINESTRING (5.406691 51.467623, 5.406707 51.467601, 5.406711 51.467579, 5.406705 51.467554, 5.406655 51.467479)",cycleway
733736642,way,"LINESTRING (5.396731 51.469988, 5.396642 51.469902)",cycleway
734001252,way,"LINESTRING (5.447995 51.420334, 5.448059 51.420395, 5.44805 51.420436, 5.448015 51.420471, 5.448003 51.420483)",cycleway
734001253,way,"LINESTRING (5.447664 51.420304, 5.447809 51.420241, 5.44792 51.420195, 5.447981 51.420173, 5.448093 51.420164)",cycleway
734001254,way,"LINESTRING (5.447664 51.420304, 5.447735 51.420341, 5.447825 51.420387, 5.447906 51.42043, 5.447971 51.420465, 5.448003 51.420483)",cycleway
734001255,way,"LINESTRING (5.4423 51.443117, 5.442352 51.443104, 5.442422 51.443075, 5.442512 51.443063)",cycleway
734001256,way,"LINESTRING (5.435078 51.440599, 5.435105 51.440478, 5.435129 51.440425)",cycleway
734001257,way,"LINESTRING (5.435372 51.440528, 5.43532 51.440527, 5.435208 51.44058, 5.435078 51.440599)",cycleway
734102646,way,"LINESTRING (5.450489 51.445054, 5.450458 51.445001)",cycleway
734102647,way,"LINESTRING (5.450539 51.444896, 5.450541 51.444958, 5.450519 51.445018, 5.450489 51.445054)",cycleway
734153036,way,"LINESTRING (5.492937 51.423355, 5.493016 51.423347, 5.493165 51.423399)",cycleway
734153037,way,"LINESTRING (5.493085 51.423498, 5.492941 51.42341, 5.492937 51.423355)",cycleway
734153043,way,"LINESTRING (5.505146 51.438622, 5.505027 51.43865, 5.504954 51.43865, 5.504745 51.438652, 5.50454 51.438654)",cycleway
734153044,way,"LINESTRING (5.504603 51.43838, 5.504709 51.438318, 5.504774 51.438314, 5.504958 51.438303, 5.505135 51.438292)",cycleway
734153045,way,"LINESTRING (5.503771 51.4416, 5.503876 51.441309, 5.503921 51.441183)",cycleway
734274011,way,"LINESTRING (5.45947 51.463855, 5.459514 51.463828, 5.459618 51.463755, 5.459722 51.463658, 5.459781 51.463568)",cycleway
734274012,way,"LINESTRING (5.458944 51.463805, 5.459109 51.463818, 5.459279 51.463866, 5.459381 51.463868, 5.45947 51.463855)",cycleway
734274013,way,"LINESTRING (5.459247 51.464096, 5.459227 51.464043, 5.45917 51.463955, 5.459031 51.463892, 5.458944 51.463805)",cycleway
734290643,way,"LINESTRING (5.467404 51.467417, 5.467497 51.467369, 5.467606 51.467323, 5.467842 51.467231, 5.467982 51.467186, 5.468151 51.467142, 5.468366 51.467102)",cycleway
734290644,way,"LINESTRING (5.46892 51.46446, 5.468708 51.4651, 5.468698 51.465128, 5.468482 51.465745, 5.468366 51.466494, 5.468363 51.466862, 5.468366 51.467102, 5.468366 51.467123, 5.468372 51.467185, 5.468374 51.467232, 5.468379 51.467425, 5.468384 51.467487, 5.468389 51.467551, 5.468404 51.467584)",cycleway
734290646,way,"LINESTRING (5.489796 51.452728, 5.489708 51.452775, 5.489666 51.452806, 5.489636 51.452838, 5.489618 51.452867)",cycleway
734290650,way,"LINESTRING (5.485039 51.45759, 5.485018 51.457571, 5.484986 51.457546, 5.484888 51.457524, 5.48482 51.457512, 5.484704 51.457477)",cycleway
734290653,way,"LINESTRING (5.475594 51.460613, 5.475767 51.460575, 5.475888 51.460518)",cycleway
734290654,way,"LINESTRING (5.47771 51.460696, 5.477527 51.46076, 5.476726 51.460735, 5.476624 51.46075, 5.476533 51.460794)",cycleway
734290658,way,"LINESTRING (5.473987 51.464471, 5.474125 51.464433, 5.474339 51.464432, 5.47455 51.46438, 5.474651 51.464366, 5.474745 51.464358, 5.474992 51.464339, 5.475099 51.464294)",cycleway
737110112,way,"LINESTRING (5.453112 51.45136, 5.453092 51.451353, 5.453076 51.451345, 5.453063 51.451336, 5.453059 51.451323, 5.453049 51.451288, 5.453002 51.451276, 5.452984 51.451274, 5.452956 51.451272, 5.452415 51.451338)",cycleway
737504782,way,"LINESTRING (5.482295 51.418896, 5.482248 51.418776)",cycleway
742060001,way,"LINESTRING (5.405099 51.448451, 5.405233 51.448365, 5.405329 51.448298)",cycleway
742060002,way,"LINESTRING (5.402156 51.456903, 5.402104 51.456869, 5.402053 51.456824)",cycleway
745723101,way,"LINESTRING (5.472246 51.434677, 5.472286 51.434657, 5.472324 51.434637, 5.472421 51.434586, 5.472517 51.434535)",cycleway
745723102,way,"LINESTRING (5.472246 51.434677, 5.472244 51.434633, 5.472244 51.434596, 5.4722 51.434432)",cycleway
745723103,way,"LINESTRING (5.470591 51.435038, 5.470876 51.435056, 5.471347 51.435196, 5.47137 51.435198, 5.471416 51.435202)",cycleway
745723104,way,"LINESTRING (5.470219 51.436298, 5.469225 51.43699, 5.469085 51.437113, 5.469042 51.437169)",cycleway
746675172,way,"LINESTRING (5.393081 51.456654, 5.39318 51.45662, 5.393416 51.456529, 5.393553 51.456517)",cycleway
746675174,way,"LINESTRING (5.393553 51.456517, 5.393484 51.456601, 5.393318 51.45667, 5.393268 51.456699, 5.393179 51.45674)",cycleway
750885998,way,"LINESTRING (5.526431 51.456131, 5.526297 51.456035, 5.526183 51.455971, 5.52599 51.455892, 5.525668 51.45577, 5.525412 51.455669, 5.525247 51.455579, 5.52508 51.455454, 5.524996 51.455353, 5.524919 51.455224, 5.524909 51.455148, 5.524894 51.454999)",cycleway
750885999,way,"LINESTRING (5.52657 51.456058, 5.526638 51.456119, 5.52683 51.456329, 5.527002 51.456598, 5.527141 51.45682)",cycleway
750896305,way,"LINESTRING (5.523851 51.453562, 5.523764 51.453508, 5.523693 51.45343, 5.52345 51.453251, 5.523333 51.453146, 5.523207 51.453, 5.523042 51.452808, 5.522974 51.45266)",cycleway
751102327,way,"LINESTRING (5.483256 51.438237, 5.483038 51.438309, 5.482972 51.438318, 5.482847 51.438312, 5.482693 51.438292, 5.482546 51.438269, 5.482475 51.438258, 5.482339 51.438238)",cycleway
751102330,way,"LINESTRING (5.482124 51.438202, 5.482216 51.438124, 5.482273 51.438076, 5.482316 51.438018, 5.482338 51.43799, 5.482396 51.437908, 5.482469 51.437793, 5.482567 51.437662, 5.482733 51.437482, 5.482885 51.437336, 5.483073 51.437171, 5.483238 51.437049, 5.483309 51.437004, 5.483458 51.436906, 5.483625 51.43681, 5.484036 51.436594)",cycleway
751214761,way,"LINESTRING (5.484817 51.432601, 5.484761 51.432541, 5.484734 51.43248, 5.484736 51.432458)",cycleway
751641719,way,"LINESTRING (5.423148 51.477417, 5.424127 51.477721, 5.425804 51.47824, 5.427007 51.478603, 5.427193 51.478658, 5.428212 51.478959)",cycleway
751641720,way,"LINESTRING (5.42285 51.477382, 5.42296 51.477359, 5.423148 51.477417)",cycleway
751641722,way,"LINESTRING (5.428565 51.479238, 5.428273 51.479153, 5.428223 51.479136, 5.428119 51.479084)",cycleway
751641724,way,"LINESTRING (5.430974 51.481008, 5.430972 51.480835, 5.430972 51.480698, 5.43097 51.480284, 5.43092 51.479482, 5.430923 51.479429, 5.430926 51.479377)",cycleway
751641726,way,"LINESTRING (5.436626 51.479462, 5.436588 51.479423, 5.436404 51.479374, 5.436193 51.479338, 5.43599 51.479329, 5.435615 51.479328, 5.435375 51.479344, 5.434642 51.479424, 5.433992 51.479477, 5.433935 51.47948, 5.43362 51.479494, 5.433058 51.479503, 5.43263 51.479507, 5.432043 51.479504, 5.43092 51.479482, 5.429776 51.479438, 5.429506 51.479411, 5.42919 51.479372, 5.428959 51.479327, 5.428565 51.479238)",cycleway
751641728,way,"LINESTRING (5.428119 51.479084, 5.428 51.479021, 5.427956 51.479003, 5.427102 51.478772, 5.427016 51.478748, 5.426965 51.478717, 5.426709 51.478666, 5.426403 51.478568, 5.426193 51.478501, 5.426155 51.478468, 5.425948 51.478403, 5.425725 51.478336, 5.425088 51.478133, 5.424055 51.477809, 5.423079 51.477507)",cycleway
751641729,way,"LINESTRING (5.423079 51.477507, 5.422904 51.477449, 5.42285 51.477382)",cycleway
751641730,way,"LINESTRING (5.423148 51.477417, 5.423113 51.477461, 5.423079 51.477507)",cycleway
751641731,way,"LINESTRING (5.420356 51.476595, 5.420177 51.476583)",cycleway
751641732,way,"LINESTRING (5.420239 51.476512, 5.420356 51.476595)",cycleway
751641733,way,"LINESTRING (5.428548 51.479046, 5.428724 51.479076, 5.428864 51.479109, 5.429566 51.479293, 5.429704 51.479322, 5.429836 51.479338, 5.430364 51.479356, 5.430926 51.479377, 5.432247 51.479406, 5.432637 51.47941, 5.433682 51.479392, 5.433919 51.479385, 5.434454 51.479343, 5.434621 51.479329, 5.435256 51.479261, 5.435808 51.479224, 5.436169 51.479223, 5.436512 51.479245, 5.436796 51.479286)",cycleway
753031532,way,"LINESTRING (5.492721 51.406454, 5.492713 51.406405)",cycleway
753031533,way,"LINESTRING (5.496479 51.405522, 5.496156 51.405662, 5.495812 51.405789, 5.494277 51.406254, 5.494053 51.406304, 5.49372 51.406345, 5.492721 51.406454, 5.491851 51.406569, 5.491393 51.4067, 5.491084 51.406738, 5.490718 51.406744, 5.490632 51.406698)",cycleway
753213802,way,"LINESTRING (5.484886 51.449228, 5.484923 51.44925, 5.484954 51.449268)",cycleway
754850921,way,"LINESTRING (5.476533 51.460794, 5.476525 51.460829)",cycleway
754850922,way,"LINESTRING (5.475888 51.460518, 5.475897 51.460474)",cycleway
755389883,way,"LINESTRING (5.487142 51.441524, 5.487201 51.441537, 5.487278 51.441538, 5.487375 51.44154, 5.487669 51.441606, 5.487724 51.441626)",cycleway
756574869,way,"LINESTRING (5.465991 51.486655, 5.467236 51.487487, 5.467266 51.487507)",cycleway
756576196,way,"LINESTRING (5.472516 51.485928, 5.471842 51.485922)",cycleway
757293249,way,"LINESTRING (5.514984 51.446493, 5.51477 51.446321, 5.514746 51.446301, 5.514726 51.446282, 5.51462 51.44618, 5.514514 51.446073)",cycleway
757293251,way,"LINESTRING (5.516494 51.449467, 5.517413 51.449089)",cycleway
757293256,way,"LINESTRING (5.500379 51.447174, 5.500385 51.447225)",cycleway
757293257,way,"LINESTRING (5.500602 51.446978, 5.500536 51.447)",cycleway
757512903,way,"LINESTRING (5.512865 51.443451, 5.512982 51.443663, 5.513002 51.443706, 5.513029 51.443753, 5.513096 51.443856, 5.513116 51.443888, 5.513227 51.444053, 5.513598 51.444571, 5.513715 51.444717, 5.513789 51.444787, 5.513856 51.444874)",cycleway
757512904,way,"LINESTRING (5.505288 51.441411, 5.505659 51.441482, 5.505841 51.441502, 5.505979 51.441506, 5.506095 51.44151, 5.506423 51.441523, 5.506914 51.441544, 5.507067 51.441551, 5.507282 51.441574, 5.507431 51.441596, 5.50772 51.441652, 5.507861 51.441688, 5.508328 51.441849, 5.510645 51.442634, 5.51068 51.442646, 5.511763 51.442995, 5.512536 51.443246, 5.512683 51.443312, 5.512718 51.443338, 5.512785 51.44339, 5.512865 51.443451)",cycleway
757747150,way,"LINESTRING (5.484736 51.432458, 5.484691 51.43245, 5.484461 51.43241, 5.483947 51.43232, 5.483852 51.432318, 5.483608 51.432341)",cycleway
757747789,way,"LINESTRING (5.482124 51.438202, 5.482062 51.438194, 5.481504 51.438118, 5.481446 51.438084, 5.481428 51.438039, 5.481392 51.437993)",cycleway
757747888,way,"LINESTRING (5.485253 51.437548, 5.483256 51.438237)",cycleway
759485218,way,"LINESTRING (5.425924 51.430728, 5.426352 51.430454, 5.426395 51.430426, 5.426442 51.430387, 5.426497 51.430343, 5.426611 51.430264, 5.42669 51.430252, 5.426765 51.430232, 5.42686 51.430194, 5.427102 51.430064, 5.427833 51.429657, 5.428282 51.429401, 5.428328 51.429374, 5.42846 51.429296, 5.428519 51.429263, 5.428564 51.429239, 5.428689 51.429188, 5.428788 51.429156, 5.428863 51.429135, 5.428953 51.42911, 5.42904 51.429086, 5.429082 51.42908, 5.429122 51.429076)",cycleway
760200867,way,"LINESTRING (5.519918 51.436547, 5.519935 51.436581, 5.519968 51.436632, 5.519994 51.436667, 5.520022 51.436708, 5.520023 51.436741)",cycleway
760432079,way,"LINESTRING (5.483488 51.445236, 5.483204 51.445227)",cycleway
760432080,way,"LINESTRING (5.483546 51.444941, 5.483662 51.44495, 5.483876 51.44496)",cycleway
760432194,way,"LINESTRING (5.47688 51.443734, 5.477391 51.443804)",cycleway
760432195,way,"LINESTRING (5.474775 51.443326, 5.474831 51.443342)",cycleway
760432196,way,"LINESTRING (5.475604 51.443745, 5.47568 51.443579)",cycleway
760432197,way,"LINESTRING (5.475546 51.443867, 5.475583 51.443791, 5.475604 51.443745)",cycleway
760432198,way,"LINESTRING (5.475465 51.444036, 5.475546 51.443867)",cycleway
760432199,way,"LINESTRING (5.475431 51.444103, 5.475465 51.444036)",cycleway
766395287,way,"LINESTRING (5.520674 51.439421, 5.520616 51.439572, 5.520504 51.439626)",cycleway
766395288,way,"LINESTRING (5.520504 51.439626, 5.520435 51.439555, 5.52044 51.439411)",cycleway
766395289,way,"LINESTRING (5.521311 51.439319, 5.521132 51.439358, 5.520984 51.439361, 5.520835 51.439355, 5.520798 51.439354)",cycleway
766395293,way,"LINESTRING (5.520817 51.439213, 5.521001 51.439232, 5.521163 51.439254, 5.521311 51.439319)",cycleway
766395295,way,"LINESTRING (5.520679 51.438942, 5.520732 51.439037, 5.520732 51.439059, 5.520733 51.439142)",cycleway
766395296,way,"LINESTRING (5.520336 51.439202, 5.520152 51.439235, 5.520021 51.439292)",cycleway
766395297,way,"LINESTRING (5.520359 51.439364, 5.520246 51.439351, 5.520162 51.439343, 5.520021 51.439292)",cycleway
766395300,way,"LINESTRING (5.520493 51.439116, 5.520538 51.439044, 5.520565 51.43901, 5.520679 51.438942)",cycleway
766395301,way,"LINESTRING (5.52044 51.439411, 5.520416 51.439401, 5.520395 51.43939, 5.520376 51.439378, 5.520359 51.439364, 5.520344 51.439349, 5.520332 51.439333, 5.520322 51.439316, 5.520315 51.439297, 5.520312 51.439276, 5.520312 51.439256, 5.520317 51.439237, 5.520325 51.439219, 5.520336 51.439202, 5.520358 51.439178, 5.520385 51.439158, 5.520417 51.43914, 5.520454 51.439126, 5.520493 51.439116, 5.520535 51.43911, 5.520578 51.439108, 5.52061 51.43911, 5.520641 51.439114, 5.520671 51.43912, 5.520703 51.43913, 5.520733 51.439142, 5.52076 51.439157, 5.520783 51.439174, 5.520802 51.439193, 5.520817 51.439213, 5.520826 51.439232, 5.520832 51.439251, 5.520834 51.439276, 5.52083 51.439301, 5.520819 51.439324, 5.52081 51.439339, 5.520798 51.439354, 5.520779 51.439371, 5.520757 51.439386, 5.520732 51.4394, 5.520704 51.439412, 5.520674 51.439421, 5.52064 51.439428, 5.520604 51.439432, 5.520569 51.439434, 5.520534 51.439432, 5.520499 51.439427, 5.520469 51.43942, 5.52044 51.439411)",cycleway
768162693,way,"LINESTRING (5.494903 51.431803, 5.494689 51.431853, 5.493703 51.432117, 5.493655 51.432131, 5.493524 51.432154, 5.4934 51.432172)",cycleway
768162694,way,"LINESTRING (5.495278 51.431768, 5.495045 51.431784, 5.494993 51.431787, 5.494903 51.431803)",cycleway
768162695,way,"LINESTRING (5.496576 51.431332, 5.497769 51.431709, 5.498226 51.431827, 5.498372 51.431837, 5.498483 51.431837, 5.498578 51.431827, 5.498792 51.431794, 5.499039 51.431756, 5.499433 51.431695, 5.5003 51.431557, 5.501349 51.431391, 5.501912 51.4313, 5.5024 51.431198)",cycleway
768162696,way,"LINESTRING (5.500895 51.431694, 5.500428 51.431763, 5.499695 51.431879, 5.499186 51.431949)",cycleway
775613789,way,"LINESTRING (5.487349 51.484177, 5.487247 51.484074)",cycleway
775613790,way,"LINESTRING (5.487247 51.484074, 5.487274 51.483966, 5.487318 51.483846, 5.487366 51.483725, 5.487463 51.483602, 5.487565 51.483523, 5.487768 51.483398, 5.487975 51.483289, 5.488363 51.483089, 5.488559 51.482986, 5.48872 51.482896, 5.488811 51.482835, 5.489002 51.48266, 5.489151 51.482444, 5.489192 51.482323, 5.48921 51.48214, 5.48919 51.481932, 5.48867 51.478999, 5.488585 51.478625, 5.488476 51.478252, 5.488288 51.477716, 5.488145 51.47735, 5.487856 51.476758, 5.487669 51.476301, 5.487656 51.476182, 5.487651 51.476138)",cycleway
777237249,way,"LINESTRING (5.484786 51.436127, 5.484844 51.43619)",cycleway
777237253,way,"LINESTRING (5.485025 51.4325, 5.484988 51.432494, 5.484918 51.432484, 5.484814 51.432469, 5.484736 51.432458)",cycleway
777237255,way,"LINESTRING (5.485184 51.432224, 5.485144 51.43229, 5.485135 51.432312, 5.485075 51.432438, 5.485025 51.4325)",cycleway
777238353,way,"LINESTRING (5.48489 51.436254, 5.484939 51.436311, 5.484994 51.436412, 5.485332 51.437033, 5.485528 51.437275, 5.485616 51.437395)",cycleway
777491940,way,"LINESTRING (5.485815 51.433069, 5.485706 51.433086)",cycleway
777491941,way,"LINESTRING (5.485964 51.434636, 5.485957 51.434579, 5.48595 51.434514, 5.485877 51.433869, 5.485849 51.433625, 5.485829 51.4335, 5.485819 51.43344, 5.485782 51.433297, 5.485706 51.433086, 5.485566 51.432717, 5.485548 51.432666, 5.48553 51.432639, 5.485501 51.43262, 5.485459 51.432605, 5.485025 51.4325)",cycleway
777498390,way,"LINESTRING (5.480215 51.437748, 5.480541 51.437791, 5.481086 51.437917, 5.481367 51.437964, 5.481392 51.437993)",cycleway
777499348,way,"LINESTRING (5.484844 51.43619, 5.484863 51.436216, 5.48489 51.436254)",cycleway
777501596,way,"LINESTRING (5.480243 51.440256, 5.480304 51.440204, 5.480358 51.440162, 5.480425 51.440096, 5.480489 51.440026, 5.480598 51.439904, 5.480959 51.43949, 5.481095 51.439341, 5.481249 51.439168)",cycleway
777501604,way,"LINESTRING (5.481249 51.439168, 5.481428 51.438974, 5.481667 51.438711)",cycleway
777710912,way,"LINESTRING (5.47739 51.444355, 5.477351 51.444445)",cycleway
780861128,way,"LINESTRING (5.430046 51.473926, 5.429821 51.474188, 5.42977 51.474242, 5.429602 51.475061, 5.429597 51.47517)",cycleway
780861339,way,"LINESTRING (5.428579 51.473792, 5.42977 51.474242, 5.430117 51.47437, 5.430481 51.474507)",cycleway
785585144,way,"LINESTRING (5.484342 51.435599, 5.484786 51.436127)",cycleway
786580510,way,"LINESTRING (5.476636 51.447788, 5.476631 51.447755, 5.476627 51.447708, 5.476622 51.447643, 5.476618 51.44761)",cycleway
786580511,way,"LINESTRING (5.47737 51.447764, 5.477231 51.447774, 5.476992 51.447789, 5.476949 51.447792, 5.476844 51.447795, 5.476636 51.447788, 5.476395 51.44771)",cycleway
786580512,way,"LINESTRING (5.476395 51.44771, 5.476618 51.44761, 5.4767 51.447606, 5.476814 51.447598, 5.47692 51.447594, 5.477201 51.44758, 5.477339 51.447573)",cycleway
788612014,way,"LINESTRING (5.476615 51.447509, 5.476618 51.44761)",cycleway
790701146,way,"LINESTRING (5.477257 51.444676, 5.477534 51.444726)",cycleway
790701148,way,"LINESTRING (5.47708 51.445465, 5.477082 51.445494, 5.477085 51.44554, 5.477104 51.445739, 5.477142 51.44603, 5.477145 51.446054)",cycleway
793457335,way,"LINESTRING (5.529913 51.448101, 5.529934 51.448038)",cycleway
793544940,way,"LINESTRING (5.478124 51.436618, 5.478187 51.436651, 5.478663 51.436896, 5.478689 51.43693)",cycleway
794788021,way,"LINESTRING (5.493224 51.43217, 5.493133 51.432112)",cycleway
799114372,way,"LINESTRING (5.47499 51.467151, 5.475069 51.467155, 5.475176 51.467162)",cycleway
801371758,way,"LINESTRING (5.448661 51.415706, 5.448718 51.415707)",cycleway
801371759,way,"LINESTRING (5.447727 51.4156, 5.447956 51.415619, 5.448661 51.415706)",cycleway
801371760,way,"LINESTRING (5.446437 51.415882, 5.446649 51.415781, 5.44681 51.415719, 5.447049 51.415655, 5.447215 51.415624)",cycleway
801371761,way,"LINESTRING (5.447038 51.416038, 5.446872 51.416137)",cycleway
801376132,way,"LINESTRING (5.491418 51.436585, 5.491394 51.436539, 5.49138 51.43648, 5.491382 51.436462, 5.491416 51.436394, 5.491515 51.436338)",cycleway
801376134,way,"LINESTRING (5.491764 51.436056, 5.491778 51.436104, 5.49172 51.436213, 5.491633 51.43631, 5.491604 51.436343, 5.491602 51.436377, 5.491632 51.436454)",cycleway
